id,time
0,1.4187795170469952
1,8.325922987963304
2,0.3304585730445363
3,1.169138250229881
4,2.3663437367379787
5,7.061942556299843
6,2.1348449204656896
7,0.5439501693563891
8,10.453781265946102
9,0.5661039325561064
10,5.238575239998026
11,12.929026820372085
12,0.7733759989353213
13,33.29828051446755
14,0.335063120205783
15,0.7520816623554203
16,0.8818565046570124
17,7.208053524573368
18,2.8544815858564236
19,1.4920146303244488
20,0.2451626395724292
21,0.29299735122732706
22,0.5436634912552798
23,0.8758937392682996
24,1.5018228539636191
25,1.42596766923171
26,2.0446815493393444
27,2.6166167831778675
28,2.9339936075314936
29,2.465042439469017
30,12.987258270711507
31,2.416699886629937
32,0.5213656773936538
33,6.261661419063744
34,7.156959911149089
35,1.0425174623160838
36,3.8897613721733304
37,2.0129733393607423
38,0.909355523240453
39,2.340633262729989
40,4.005486012101834
41,10.804661944727266
42,1.2327414157936272
43,4.371426129892601
44,0.8731361709216328
45,3.423288922374498
46,3.4913171650783252
47,0.9294593869865004
48,7.993342323244086
49,0.7018586471135888
50,0.22061665522751361
51,18.8309321265355
52,0.04724083581976119
53,6.066749102579235
54,2.7783089273315777
55,0.09663249240652784
56,1.3448146796115086
57,0.926097004237362
58,0.7632929507608408
59,1.4480691856438086
60,1.551435272648587
61,5.861714076267585
62,0.24355179500986854
63,6.950580255192235
64,3.6327691212348965
65,7.971944144071461
66,1.503884746735852
67,0.8585824222167878
68,9.229188297968925
69,1.230236488314884
70,0.14404688057773576
71,0.8139137731925956
72,10.351540167234699
73,0.19954273869864958
74,6.875628729621893
75,4.8186479784773155
76,1.2323170768233942
77,3.729327913382011
78,3.5982107501563387
79,1.4649732878561255
80,7.0157422986199265
81,4.324340848465
82,5.718815190043019
83,0.897633308308161
84,1.1918777812155903
85,3.6159279341180173
86,4.9390029292854285
87,0.49074580856384087
88,5.879530275852423
89,1.6786504922921996
90,2.923908881893368
91,1.0394533285981153
92,1.5297098376518101
93,11.803914223656925
94,6.1242690742287165
95,3.3776413010902178
96,38.55779195070419
97,0.13654076620125544
98,0.9041896133073759
99,0.0
